date,store,category,units_sold,revenue,temperature_c
2026-02-25,Downtown,Bakery,69.0,241.5,17.2
2026-03-31,Suburb Mall,Produce,64.0,128.0,18.6
2026-01-03,Downtown,Bakery,61.0,213.5,5.0
2026-02-10,Downtown,Snacks,77.0,231.0,11.5
2026-02-22,Downtown,Produce,38.0,76.0,15.8
2026-01-11,Uptown,Beverages,109.0,272.5,8.4
2026-03-27,Uptown,Beverages,123.0,307.5,14.8
2026-03-03,Riverside,Beverages,122.0,305.0,14.7
2026-02-09,Riverside,Ice Cream,42.0,189.0,14.7
2026-01-19,Downtown,Snacks,82.0,246.0,14.6
2026-01-05,Riverside,Snacks,90.0,270.0,3.2
2026-03-07,Suburb Mall,Snacks,118.0,354.0,15.4
2026-02-28,Riverside,Produce,92.0,184.0,12.2
2026-03-14,Uptown,Produce,59.0,118.0,14.8
2026-01-05,Downtown,Ice Cream,23.0,103.5,3.2
2026-02-25,Riverside,Snacks,100.0,300.0,17.2
2026-03-27,Uptown,Bakery,74.0,259.0,14.8
2026-02-28,Uptown,Beverages,118.0,295.0,12.2
2026-03-06,Downtown,Beverages,106.0,265.0,18.5
2026-03-16,Downtown,Ice Cream,50.0,225.0,16.7
2026-01-17,Suburb Mall,Produce,57.0,114.0,5.2
2026-03-14,Riverside,Produce,80.0,160.0,14.8
2026-03-18,Suburb Mall,Ice Cream,66.0,297.0,19.5
2026-02-23,Downtown,Bakery,71.0,248.5,15.3
2026-02-06,Riverside,Bakery,79.0,276.5,12.5
2026-01-05,Suburb Mall,Snacks,81.0,243.0,3.2
2026-01-05,Downtown,Produce,62.0,124.0,3.2
2026-02-10,Suburb Mall,Ice Cream,37.0,166.5,11.5
2026-03-04,Riverside,Produce,58.0,116.0,14.8
2026-02-07,Suburb Mall,Snacks,77.0,231.0,10.4
2026-02-05,Downtown,Ice Cream,66.0,297.0,12.3
2026-02-08,Downtown,Ice Cream,38.0,171.0,11.4
2026-03-29,Uptown,Bakery,63.0,220.5,23.7
2026-01-16,Riverside,Produce,58.0,116.0,7.6
2026-03-12,Suburb Mall,Snacks,74.0,222.0,20.3
2026-02-14,Downtown,Produce,62.0,124.0,15.9
2026-02-08,Suburb Mall,Bakery,81.0,283.5,11.4
2026-02-05,Riverside,Beverages,123.0,307.5,12.3
2026-01-31,Suburb Mall,Produce,79.0,158.0,4.9
2026-02-20,Riverside,Bakery,66.0,231.0,11.5
2026-02-01,Riverside,Bakery,73.0,255.5,13.5
2026-01-28,Suburb Mall,Beverages,145.0,362.5,6.5
2026-03-01,Suburb Mall,Snacks,114.0,342.0,19.7
2026-01-10,Suburb Mall,Ice Cream,22.0,99.0,2.0
2026-03-26,Riverside,Beverages,108.0,,18.3
2026-02-12,Riverside,Snacks,106.0,318.0,10.5
2026-03-25,Riverside,Produce,85.0,170.0,22.3
2026-03-24,Riverside,Ice Cream,53.0,238.5,20.9
2026-03-11,Uptown,Beverages,102.0,255.0,16.6
2026-02-18,Suburb Mall,Bakery,74.0,259.0,16.1
2026-02-09,Downtown,Produce,57.0,,14.7
2026-03-03,Uptown,Beverages,128.0,320.0,14.7
2026-01-08,Downtown,Beverages,122.0,305.0,2.2
2026-03-08,Suburb Mall,Snacks,103.0,309.0,19.9
2026-02-15,Riverside,Produce,67.0,134.0,9.3
2026-01-03,Uptown,Bakery,,217.0,5.0
2026-03-11,Riverside,Ice Cream,57.0,256.5,16.6
2026-02-22,Riverside,Snacks,,318.0,15.8
2026-02-17,Riverside,Beverages,115.0,287.5,15.5
2026-02-26,Downtown,Beverages,118.0,295.0,9.3
2026-02-08,Uptown,Produce,75.0,150.0,11.4
2026-03-18,Riverside,Ice Cream,65.0,292.5,19.5
2026-01-13,Downtown,Snacks,73.0,,13.4
2026-01-02,Uptown,Bakery,60.0,210.0,4.5
2026-03-04,Suburb Mall,Snacks,90.0,270.0,14.8
2026-03-15,Uptown,Snacks,93.0,279.0,16.7
2026-03-26,Uptown,Bakery,76.0,266.0,18.3
2026-03-27,Suburb Mall,Bakery,50.0,175.0,14.8
2026-02-24,Downtown,Produce,70.0,140.0,13.3
2026-01-01,Riverside,Ice Cream,6.0,27.0,6.5
2026-03-25,Uptown,Bakery,68.0,238.0,22.3
2026-02-22,Uptown,Beverages,133.0,332.5,15.8
2026-02-24,Riverside,Bakery,90.0,315.0,13.3
2026-02-19,Uptown,Beverages,138.0,345.0,10.1
2026-01-09,Riverside,Bakery,54.0,189.0,5.6
2026-02-23,Downtown,Ice Cream,84.0,378.0,15.3
2026-03-28,Riverside,Snacks,92.0,276.0,20.1
2026-01-24,Uptown,Produce,49.0,98.0,9.4
2026-01-14,Riverside,Ice Cream,29.0,130.5,7.2
2026-02-14,Suburb Mall,Produce,85.0,170.0,15.9
2026-03-10,Riverside,Bakery,75.0,262.5,15.7
2026-02-03,Riverside,Bakery,92.0,322.0,12.3
2026-03-20,Uptown,Beverages,114.0,285.0,24.2
2026-01-04,Uptown,Produce,74.0,148.0,1.9
2026-02-22,Uptown,Ice Cream,69.0,310.5,15.8
2026-03-05,Uptown,Produce,81.0,162.0,17.0
2026-02-12,Suburb Mall,Snacks,80.0,240.0,10.5
2026-03-23,Suburb Mall,Ice Cream,64.0,288.0,20.0
2026-01-17,Uptown,Produce,40.0,80.0,5.2
2026-01-31,Uptown,Snacks,88.0,264.0,4.9
2026-01-20,Uptown,Snacks,78.0,234.0,11.9
2026-01-29,Downtown,Snacks,91.0,273.0,12.2
2026-01-16,Downtown,Ice Cream,36.0,162.0,7.6
2026-03-25,Uptown,Snacks,63.0,189.0,22.3
2026-03-22,Suburb Mall,Bakery,76.0,266.0,19.5
2026-03-23,Downtown,Produce,73.0,146.0,20.0
2026-02-27,Riverside,Produce,54.0,108.0,16.2
2026-01-18,Uptown,Snacks,96.0,288.0,7.0
2026-03-02,Riverside,Beverages,130.0,325.0,16.7
2026-01-18,Suburb Mall,Beverages,130.0,325.0,7.0
2026-03-21,Uptown,Produce,72.0,,21.6
2026-03-15,Downtown,Ice Cream,,297.0,16.7
2026-02-04,Suburb Mall,Ice Cream,46.0,207.0,10.6
2026-02-12,Uptown,Ice Cream,51.0,229.5,10.5
2026-03-26,Suburb Mall,Ice Cream,46.0,207.0,18.3
2026-02-01,Downtown,Ice Cream,81.0,364.5,13.5
2026-02-28,Downtown,Snacks,76.0,228.0,12.2
2026-01-27,Uptown,Bakery,65.0,227.5,11.1
2026-02-09,Suburb Mall,Snacks,110.0,330.0,14.7
2026-03-09,Uptown,Ice Cream,83.0,373.5,20.7
2026-01-11,Suburb Mall,Ice Cream,26.0,117.0,8.4
2026-01-31,Downtown,Bakery,55.0,192.5,4.9
2026-02-16,Downtown,Produce,52.0,104.0,10.6
2026-02-21,Downtown,Ice Cream,66.0,297.0,14.9
2026-02-14,Downtown,Bakery,91.0,318.5,15.9
2026-01-23,Riverside,Bakery,75.0,262.5,6.6
2026-01-26,Riverside,Beverages,,265.0,3.8
2026-01-21,Suburb Mall,Beverages,141.0,352.5,14.5
2026-03-25,Suburb Mall,Beverages,141.0,352.5,22.3
2026-03-03,Uptown,Bakery,77.0,269.5,14.7
2026-02-10,Uptown,Ice Cream,36.0,162.0,11.5
2026-02-04,Uptown,Bakery,79.0,276.5,10.6
2026-02-11,Suburb Mall,Beverages,121.0,302.5,7.3
2026-01-27,Uptown,Produce,54.0,108.0,11.1
2026-03-22,Riverside,Produce,88.0,176.0,19.5
2026-02-12,Downtown,Bakery,77.0,269.5,10.5
2026-01-17,Uptown,Ice Cream,19.0,85.5,5.2
2026-01-27,Riverside,Ice Cream,38.0,171.0,11.1
2026-03-11,Riverside,Snacks,78.0,234.0,16.6
2026-02-15,Suburb Mall,Beverages,135.0,337.5,9.3
2026-01-21,Downtown,Beverages,143.0,357.5,14.5
2026-03-02,Suburb Mall,Produce,64.0,128.0,16.7
2026-02-23,Uptown,Beverages,135.0,337.5,15.3
2026-03-10,Suburb Mall,Beverages,127.0,317.5,15.7
2026-02-16,Suburb Mall,Bakery,56.0,196.0,10.6
2026-03-19,Suburb Mall,Beverages,135.0,337.5,15.6
2026-02-02,Uptown,Bakery,56.0,196.0,9.3
2026-01-10,Suburb Mall,Produce,102.0,204.0,2.0
2026-03-24,Uptown,Bakery,71.0,248.5,20.9
2026-03-26,Uptown,Beverages,124.0,310.0,18.3
2026-03-04,Uptown,Ice Cream,54.0,243.0,14.8
2026-01-25,Downtown,Beverages,112.0,280.0,7.0
2026-03-07,Uptown,Bakery,90.0,315.0,15.4
2026-01-26,Riverside,Produce,66.0,132.0,3.8
2026-03-21,Downtown,Snacks,94.0,282.0,21.6
2026-03-23,Suburb Mall,Produce,61.0,122.0,20.0
2026-02-01,Suburb Mall,Produce,36.0,72.0,13.5
2026-03-11,Riverside,Bakery,63.0,220.5,16.6
2026-01-10,Downtown,Ice Cream,18.0,81.0,2.0
2026-03-02,Uptown,Snacks,82.0,246.0,16.7
2026-02-16,Riverside,Bakery,79.0,276.5,10.6
2026-02-14,Riverside,Produce,56.0,112.0,15.9
2026-01-10,Uptown,Beverages,120.0,300.0,2.0
2026-01-27,Riverside,Snacks,95.0,285.0,11.1
2026-02-27,Suburb Mall,Snacks,89.0,267.0,16.2
2026-02-04,Uptown,Produce,62.0,124.0,10.6
2026-02-07,Uptown,Beverages,127.0,317.5,10.4
2026-02-08,Downtown,Produce,55.0,110.0,11.4
2026-02-12,Uptown,Beverages,127.0,317.5,10.5
2026-03-04,Suburb Mall,Bakery,78.0,273.0,14.8
2026-01-25,Uptown,Beverages,121.0,302.5,7.0
2026-01-15,Suburb Mall,Snacks,102.0,306.0,8.4
2026-02-22,Downtown,Bakery,73.0,255.5,15.8
2026-03-13,Riverside,Snacks,97.0,291.0,24.5
2026-01-19,Riverside,Bakery,56.0,196.0,14.6
2026-02-20,Downtown,Produce,52.0,104.0,11.5
2026-01-29,Downtown,Beverages,110.0,275.0,12.2
2026-01-31,Uptown,Ice Cream,9.0,40.5,4.9
2026-01-16,Suburb Mall,Bakery,80.0,280.0,7.6
2026-03-13,Uptown,Ice Cream,,405.0,24.5
2026-03-29,Uptown,Snacks,89.0,267.0,23.7
2026-03-15,Riverside,Produce,72.0,144.0,16.7
2026-03-30,Downtown,Ice Cream,99.0,445.5,22.6
2026-01-06,Suburb Mall,Snacks,105.0,315.0,7.0
2026-01-08,Uptown,Bakery,88.0,308.0,2.2
2026-02-11,Downtown,Snacks,110.0,330.0,7.3
2026-02-09,Suburb Mall,Ice Cream,42.0,189.0,14.7
2026-03-21,Downtown,Beverages,141.0,352.5,21.6
2026-03-28,Downtown,Produce,66.0,132.0,20.1
2026-03-05,Riverside,Beverages,125.0,312.5,17.0
2026-03-04,Downtown,Snacks,98.0,294.0,14.8
2026-02-26,Suburb Mall,Beverages,112.0,280.0,9.3
2026-02-05,Riverside,Bakery,54.0,189.0,12.3
2026-03-23,Uptown,Ice Cream,,261.0,20.0
2026-01-02,Suburb Mall,Ice Cream,25.0,112.5,4.5
2026-03-11,Riverside,Beverages,121.0,302.5,16.6
2026-02-27,Downtown,Ice Cream,60.0,270.0,16.2
2026-03-04,Suburb Mall,Ice Cream,55.0,247.5,14.8
2026-01-17,Suburb Mall,Beverages,127.0,317.5,5.2
2026-01-02,Downtown,Bakery,68.0,238.0,4.5
2026-03-06,Downtown,Ice Cream,76.0,342.0,18.5
2026-03-08,Riverside,Bakery,62.0,217.0,19.9
2026-01-31,Downtown,Ice Cream,19.0,85.5,4.9
2026-02-12,Downtown,Produce,55.0,110.0,10.5
2026-02-13,Suburb Mall,Snacks,105.0,315.0,16.0
2026-01-28,Downtown,Beverages,95.0,237.5,6.5
2026-03-12,Downtown,Snacks,93.0,279.0,20.3
2026-03-14,Downtown,Ice Cream,52.0,234.0,14.8
2026-03-20,Riverside,Snacks,104.0,312.0,24.2
2026-03-30,Uptown,Produce,69.0,138.0,22.6
2026-01-11,Uptown,Ice Cream,29.0,130.5,8.4
2026-01-08,Downtown,Bakery,70.0,,2.2
2026-02-25,Uptown,Beverages,,377.5,17.2
2026-01-29,Uptown,Produce,55.0,110.0,12.2
2026-03-30,Uptown,Snacks,88.0,264.0,22.6
2026-01-07,Downtown,Snacks,87.0,261.0,3.0
2026-02-18,Suburb Mall,Ice Cream,58.0,261.0,16.1
2026-01-23,Riverside,Produce,62.0,124.0,6.6
2026-01-25,Riverside,Produce,67.0,134.0,7.0
2026-02-22,Riverside,Beverages,121.0,302.5,15.8
2026-01-26,Downtown,Beverages,97.0,242.5,3.8
2026-02-07,Riverside,Produce,63.0,126.0,10.4
2026-02-19,Riverside,Ice Cream,53.0,238.5,10.1
2026-01-20,Suburb Mall,Snacks,109.0,327.0,11.9
2026-03-26,Riverside,Bakery,68.0,238.0,18.3
2026-03-19,Downtown,Beverages,117.0,292.5,15.6
2026-01-30,Uptown,Produce,64.0,128.0,14.3
2026-03-30,Uptown,Beverages,138.0,345.0,22.6
2026-03-18,Downtown,Bakery,72.0,252.0,19.5
2026-02-09,Suburb Mall,Beverages,125.0,312.5,14.7
2026-02-02,Uptown,Ice Cream,46.0,207.0,9.3
2026-03-09,Downtown,Ice Cream,88.0,396.0,20.7
2026-03-14,Suburb Mall,Produce,66.0,132.0,14.8
2026-03-04,Downtown,Ice Cream,43.0,193.5,14.8
2026-03-09,Suburb Mall,Produce,52.0,104.0,20.7
2026-03-08,Downtown,Beverages,143.0,357.5,19.9
2026-02-20,Riverside,Ice Cream,,103.5,11.5
2026-03-30,Downtown,Snacks,88.0,264.0,22.6
2026-02-18,Riverside,Ice Cream,51.0,229.5,16.1
2026-02-17,Uptown,Ice Cream,53.0,238.5,15.5
2026-02-15,Riverside,Ice Cream,44.0,198.0,9.3
2026-01-24,Downtown,Beverages,110.0,275.0,9.4
2026-01-15,Downtown,Produce,66.0,132.0,8.4
2026-02-22,Uptown,Snacks,97.0,291.0,15.8
2026-03-04,Riverside,Snacks,92.0,276.0,14.8
2026-02-06,Downtown,Beverages,123.0,307.5,12.5
2026-02-21,Uptown,Snacks,110.0,330.0,14.9
2026-03-15,Uptown,Produce,57.0,114.0,16.7
2026-01-28,Uptown,Bakery,71.0,248.5,6.5
2026-02-22,Riverside,Bakery,80.0,280.0,15.8
2026-01-25,Suburb Mall,Bakery,75.0,262.5,7.0
2026-02-16,Downtown,Beverages,141.0,352.5,10.6
2026-02-25,Suburb Mall,Snacks,94.0,282.0,17.2
2026-03-16,Downtown,Snacks,,312.0,16.7
2026-02-21,Uptown,Produce,58.0,116.0,14.9
2026-03-25,Uptown,Ice Cream,85.0,382.5,22.3
2026-03-07,Uptown,Beverages,143.0,357.5,15.4
2026-02-22,Suburb Mall,Snacks,115.0,345.0,15.8
2026-01-22,Downtown,Snacks,88.0,264.0,8.4
2026-03-15,Riverside,Ice Cream,48.0,216.0,16.7
2026-03-24,Riverside,Snacks,105.0,315.0,20.9
2026-01-08,Suburb Mall,Snacks,97.0,291.0,2.2
2026-01-29,Downtown,Produce,65.0,130.0,12.2
2026-01-26,Suburb Mall,Produce,47.0,94.0,3.8
2026-02-13,Riverside,Beverages,121.0,302.5,16.0
2026-03-30,Downtown,Beverages,131.0,327.5,22.6
2026-01-31,Riverside,Beverages,137.0,342.5,4.9
2026-01-30,Uptown,Snacks,93.0,279.0,14.3
2026-01-13,Suburb Mall,Produce,75.0,150.0,13.4
2026-01-15,Suburb Mall,Ice Cream,45.0,202.5,8.4
2026-03-18,Uptown,Snacks,85.0,255.0,19.5
2026-03-16,Riverside,Produce,57.0,114.0,16.7
2026-01-28,Riverside,Bakery,63.0,220.5,6.5
2026-03-28,Riverside,Beverages,116.0,290.0,20.1
2026-02-21,Riverside,Produce,74.0,148.0,14.9
2026-02-04,Riverside,Snacks,90.0,270.0,10.6
2026-02-21,Riverside,Snacks,117.0,351.0,14.9
2026-03-03,Riverside,Ice Cream,55.0,247.5,14.7
2026-02-12,Downtown,Ice Cream,63.0,283.5,10.5
2026-03-11,Suburb Mall,Produce,68.0,136.0,16.6
2026-03-23,Downtown,Ice Cream,74.0,333.0,20.0
2026-03-13,Suburb Mall,Bakery,63.0,220.5,24.5
2026-01-15,Riverside,Snacks,104.0,312.0,8.4
2026-02-16,Uptown,Ice Cream,36.0,162.0,10.6
2026-02-23,Riverside,Bakery,63.0,220.5,15.3
2026-02-04,Uptown,Snacks,69.0,207.0,10.6
2026-03-23,Riverside,Bakery,73.0,255.5,20.0
2026-01-23,Uptown,Bakery,40.0,140.0,6.6
2026-01-03,Riverside,Ice Cream,36.0,162.0,5.0
2026-01-16,Uptown,Bakery,56.0,196.0,7.6
2026-03-08,Suburb Mall,Produce,47.0,94.0,19.9
2026-01-25,Uptown,Bakery,57.0,199.5,7.0
2026-01-30,Riverside,Snacks,97.0,291.0,14.3
2026-02-07,Downtown,Ice Cream,43.0,193.5,10.4
2026-02-17,Suburb Mall,Produce,70.0,140.0,15.5
2026-03-12,Suburb Mall,Beverages,108.0,270.0,20.3
2026-02-01,Suburb Mall,Bakery,86.0,301.0,13.5
2026-03-18,Uptown,Beverages,116.0,290.0,19.5
2026-01-06,Suburb Mall,Produce,84.0,168.0,7.0
2026-02-25,Suburb Mall,Beverages,126.0,315.0,17.2
2026-03-12,Suburb Mall,Bakery,90.0,315.0,20.3
2026-01-01,Downtown,Beverages,116.0,290.0,6.5
2026-02-02,Riverside,Bakery,66.0,231.0,9.3
2026-03-19,Riverside,Snacks,103.0,309.0,15.6
2026-03-25,Downtown,Bakery,82.0,287.0,22.3
2026-01-05,Uptown,Snacks,98.0,294.0,3.2
2026-01-09,Riverside,Snacks,95.0,285.0,5.6
2026-02-13,Uptown,Beverages,148.0,370.0,16.0
2026-01-02,Uptown,Ice Cream,19.0,85.5,4.5
2026-02-09,Uptown,Beverages,139.0,347.5,14.7
2026-02-07,Uptown,Snacks,96.0,288.0,10.4
2026-03-18,Riverside,Produce,45.0,90.0,19.5
2026-02-07,Uptown,Bakery,80.0,280.0,10.4
2026-03-26,Uptown,Snacks,114.0,342.0,18.3
2026-03-17,Suburb Mall,Beverages,88.0,220.0,17.4
2026-01-29,Suburb Mall,Produce,39.0,78.0,12.2
2026-03-05,Suburb Mall,Snacks,95.0,285.0,17.0
2026-01-28,Riverside,Ice Cream,33.0,148.5,6.5
2026-03-28,Uptown,Snacks,105.0,315.0,20.1
2026-02-16,Suburb Mall,Beverages,108.0,270.0,10.6
2026-02-27,Suburb Mall,Beverages,133.0,,16.2
2026-02-01,Uptown,Snacks,94.0,282.0,13.5
2026-01-29,Uptown,Beverages,133.0,332.5,12.2
2026-02-27,Uptown,Produce,55.0,110.0,16.2
2026-01-01,Uptown,Produce,52.0,104.0,6.5
2026-02-25,Downtown,Ice Cream,73.0,328.5,17.2
2026-02-15,Riverside,Bakery,75.0,262.5,9.3
2026-02-10,Uptown,Bakery,64.0,224.0,11.5
2026-01-28,Downtown,Bakery,88.0,308.0,6.5
2026-03-17,Uptown,Bakery,78.0,273.0,17.4
2026-03-06,Uptown,Bakery,83.0,290.5,18.5
2026-01-30,Uptown,Ice Cream,61.0,274.5,14.3
2026-02-23,Suburb Mall,Bakery,92.0,322.0,15.3
2026-01-20,Uptown,Bakery,72.0,252.0,11.9
2026-03-26,Riverside,Produce,55.0,110.0,18.3
2026-03-10,Suburb Mall,Snacks,85.0,255.0,15.7
2026-03-17,Riverside,Snacks,89.0,267.0,17.4
2026-03-21,Riverside,Beverages,122.0,305.0,21.6
2026-01-13,Riverside,Beverages,109.0,272.5,13.4
2026-01-23,Downtown,Bakery,75.0,262.5,6.6
2026-01-09,Uptown,Beverages,121.0,302.5,5.6
2026-01-26,Uptown,Beverages,96.0,240.0,3.8
2026-01-14,Downtown,Produce,59.0,118.0,7.2
2026-01-03,Riverside,Snacks,99.0,297.0,5.0
2026-01-06,Uptown,Ice Cream,60.0,270.0,7.0
2026-02-24,Downtown,Bakery,78.0,273.0,13.3
2026-01-24,Suburb Mall,Bakery,,182.0,9.4
2026-03-23,Downtown,Snacks,108.0,324.0,20.0
2026-03-05,Downtown,Produce,48.0,96.0,17.0
2026-01-25,Suburb Mall,Produce,49.0,98.0,7.0
2026-03-02,Uptown,Beverages,122.0,305.0,16.7
2026-02-01,Riverside,Snacks,85.0,255.0,13.5
2026-01-24,Uptown,Snacks,89.0,267.0,9.4
2026-02-18,Uptown,Produce,59.0,118.0,16.1
2026-02-05,Riverside,Snacks,82.0,246.0,12.3
2026-02-20,Downtown,Ice Cream,47.0,211.5,11.5
2026-02-07,Uptown,Produce,65.0,130.0,10.4
2026-01-10,Suburb Mall,Bakery,72.0,252.0,2.0
2026-02-24,Downtown,Beverages,133.0,332.5,13.3
2026-03-07,Downtown,Bakery,62.0,217.0,15.4
2026-03-09,Suburb Mall,Beverages,115.0,287.5,20.7
2026-01-10,Riverside,Beverages,,300.0,2.0
2026-03-02,Riverside,Produce,65.0,130.0,16.7
2026-03-19,Suburb Mall,Bakery,61.0,213.5,15.6
2026-03-04,Uptown,Snacks,98.0,294.0,14.8
2026-02-26,Suburb Mall,Bakery,74.0,259.0,9.3
2026-01-08,Riverside,Snacks,93.0,279.0,2.2
2026-03-16,Downtown,Produce,60.0,120.0,16.7
2026-03-27,Riverside,Ice Cream,67.0,301.5,14.8
2026-01-10,Uptown,Ice Cream,17.0,76.5,2.0
2026-02-24,Suburb Mall,Ice Cream,42.0,189.0,13.3
2026-02-06,Uptown,Produce,60.0,120.0,12.5
2026-01-13,Downtown,Beverages,134.0,335.0,13.4
2026-01-08,Uptown,Beverages,118.0,,2.2
2026-01-29,Downtown,Ice Cream,40.0,180.0,12.2
2026-01-13,Suburb Mall,Beverages,116.0,290.0,13.4
2026-01-05,Suburb Mall,Beverages,99.0,247.5,3.2
2026-03-23,Riverside,Produce,68.0,136.0,20.0
2026-03-29,Downtown,Bakery,79.0,,23.7
2026-03-11,Suburb Mall,Beverages,130.0,325.0,16.6
2026-03-11,Riverside,Produce,56.0,112.0,16.6
2026-03-18,Suburb Mall,Produce,68.0,136.0,19.5
2026-01-21,Riverside,Ice Cream,62.0,279.0,14.5
2026-03-17,Suburb Mall,Ice Cream,73.0,328.5,17.4
2026-03-25,Downtown,Ice Cream,88.0,396.0,22.3
2026-03-01,Uptown,Beverages,110.0,275.0,19.7
2026-01-22,Uptown,Snacks,83.0,249.0,8.4
2026-01-13,Downtown,Bakery,86.0,301.0,13.4
2026-02-04,Downtown,Beverages,133.0,332.5,10.6
2026-03-14,Downtown,Beverages,100.0,250.0,14.8
2026-01-18,Downtown,Bakery,86.0,301.0,7.0
2026-02-17,Riverside,Produce,63.0,126.0,15.5
2026-03-09,Uptown,Snacks,87.0,261.0,20.7
2026-03-21,Uptown,Beverages,125.0,312.5,21.6
2026-03-25,Riverside,Ice Cream,75.0,337.5,22.3
2026-02-22,Riverside,Produce,50.0,100.0,15.8
2026-03-11,Suburb Mall,Ice Cream,64.0,288.0,16.6
2026-01-24,Riverside,Ice Cream,25.0,112.5,9.4
2026-02-05,Uptown,Snacks,83.0,249.0,12.3
2026-01-03,Suburb Mall,Snacks,99.0,297.0,5.0
2026-03-17,Riverside,Beverages,125.0,312.5,17.4
2026-03-18,Riverside,Bakery,71.0,248.5,19.5
2026-01-22,Downtown,Ice Cream,19.0,85.5,8.4
2026-03-28,Suburb Mall,Ice Cream,72.0,,20.1
2026-01-08,Uptown,Produce,61.0,122.0,2.2
2026-01-27,Riverside,Bakery,74.0,259.0,11.1
2026-01-10,Downtown,Bakery,51.0,178.5,2.0
2026-02-21,Downtown,Produce,43.0,86.0,14.9
2026-03-12,Riverside,Snacks,115.0,345.0,20.3
2026-03-21,Uptown,Bakery,85.0,297.5,21.6
2026-02-27,Riverside,Beverages,106.0,265.0,16.2
2026-03-07,Suburb Mall,Bakery,81.0,283.5,15.4
2026-02-23,Uptown,Bakery,80.0,280.0,15.3
2026-02-17,Uptown,Snacks,80.0,240.0,15.5
2026-03-27,Downtown,Beverages,118.0,295.0,14.8
2026-03-08,Suburb Mall,Ice Cream,81.0,364.5,19.9
2026-02-17,Riverside,Snacks,99.0,297.0,15.5
2026-02-11,Downtown,Bakery,63.0,220.5,7.3
2026-03-23,Riverside,Beverages,98.0,245.0,20.0
2026-01-06,Uptown,Produce,62.0,124.0,7.0
2026-03-31,Uptown,Bakery,54.0,189.0,18.6
2026-02-24,Downtown,Ice Cream,35.0,157.5,13.3
2026-01-20,Riverside,Bakery,86.0,301.0,11.9
2026-02-10,Suburb Mall,Bakery,78.0,273.0,11.5
2026-01-23,Suburb Mall,Snacks,101.0,303.0,6.6
2026-03-23,Downtown,Bakery,72.0,252.0,20.0
2026-01-19,Downtown,Beverages,112.0,280.0,14.6
2026-02-05,Uptown,Produce,52.0,104.0,12.3
2026-01-22,Suburb Mall,Produce,59.0,118.0,8.4
2026-01-09,Riverside,Produce,63.0,126.0,5.6
2026-02-27,Uptown,Snacks,93.0,279.0,16.2
